Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views
2023-03-31 09:13:18.624968,https://twitter.com/IpAz842uL/status/1437918720115027973,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@IpAz842uL,IpAz842uL 💙,👌,Anonymous,2010-01-14 02:47:45+00:00,1080,1445,Dasmariñas,"@aikonriche @ChaiRuePlao101 @sujuparadox The Mendiola Massacre of 1987 was also a reality perpetrated by CORY AQUINO. I even heard stories saying, years after the massacre, media used that video clip to portray Marcos' Martial law. When in reality it's the 1987 Mendiola Massacre of Aquino. https://t.co/IyuU2LjiaG",-,text,2021-09-14 23:18:32+00:00,-,-,0,0,0,0,
2023-03-31 09:13:18.624968,https://twitter.com/cevansstorm/status/1409920152322277376,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@cevansstorm,✨ Vannie 🌟,to infinity and beyond ✨ back up acc: @cevansautumn✨she/her✨17✨fan account,Anonymous,2018-01-14 14:55:57+00:00,1153,1557,,"@spiderail true true veryy good 

You can always say naman na on an economical stand point, marcos did improve the country, pero point out the massacre that is martial law 

himayin mo nalang kaya mo yan 😅",-,text,2021-06-29 17:02:14+00:00,-,-,0,1,0,0,
2023-03-31 09:13:18.624968,https://twitter.com/sooHoo_29/status/1403660178243784709,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@sooHoo_29,Judy Anne Arios (official),Ecclesiastes 3,Anonymous,2021-02-05 02:23:34+00:00,169,48,,"Massacre ba ulit?? Dilawan No more! 
Martial Law ulit? Marcos Ulit!
#IAmForBBM4President
#TeamBongbongMarcos",-,text,2021-06-12 10:27:19+00:00,-,-,1,0,4,0,
2023-03-31 09:13:18.624968,https://twitter.com/boomboxbumbi/status/1381981024456871939,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@boomboxbumbi,Schweppes 🥂,"You can never separate a leader’s character from his actions.If the actions and intentions are contradicting, it reveals the person’s character or lack thereof.",Anonymous,2009-05-03 04:20:54+00:00,445,536,Makati,"@AnaLei84612746 @babybea59211498 @iamkarendavila eh nun Maguindanao Massacre kay GMA or Martial Law killing kay Marcos, anong tawag mo dun?",-,text,2021-04-13 14:42:06+00:00,-,-,0,1,0,0,
2023-03-31 09:13:18.624968,https://twitter.com/boomboxbumbi/status/1381572495719862275,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@boomboxbumbi,Schweppes 🥂,"You can never separate a leader’s character from his actions.If the actions and intentions are contradicting, it reveals the person’s character or lack thereof.",Anonymous,2009-05-03 04:20:54+00:00,445,536,Makati,@ForDLVofCountry Si Pnoy ba yun topic? Ikaw kumuda ka ba noon panahon ni Marcos nun martial law or panahon ni GMA nun nangyari yun Maguindano Massacre?,-,text,2021-04-12 11:38:46+00:00,-,-,4,0,0,0,
2023-03-31 09:13:20.238341,https://twitter.com/M52732564/status/1369294622866997253,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@M52732564,M,,Anonymous,2020-07-25 09:01:50+00:00,1250,880,,"DUTERTE's LEGACY=MASSACRE, EJK, KILLINGS of INNOCENT PEOPLE &amp; ASSASINATION of POLITICAL FOES &amp; CRITICS. PNP BINUSOG ng PERA para MAGING GOONS &amp; KILLERS. KINOKOPYA ang MARCOS MARTIAL LAW RULE.",-,text,2021-03-09 14:30:53+00:00,-,-,8,0,6,1,
2023-03-31 09:13:20.238341,https://twitter.com/heyheyheyfox/status/1351158098279464960,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@heyheyheyfox,AB 🌸 #FakePresidentEra,#Halalan2022 #MarcosLutang #MarcosMagnanakaw #BBMbobo #DutertePalpak #DuterteLegacy #AbolishNTFELCAC #MarcosFakePresident #DuterteFakeVP #IseldaSiImelda,Anonymous,2014-08-31 15:34:02+00:00,188,70,🔫Duterte & Marcos Phase-Out🤡,WHAT THE FUCK! DOES DUTERTE WANT TO MASSACRE STUDENTS? DOES THE BITCH WANT MARTIAL LAW? MARCOS ERA 2.0 ANG PEG??? TANGINANG WEAKSHIT YAN. #DefendUP #PulisAngTerorista #OUSTDUTERTENOW #OustDuterte #DuterteLegacy #dutertediktador #dutertekurakot #duterteresign #DuterteParin,-,text,2021-01-18 13:22:48+00:00,-,-,4,0,3,0,
2023-03-31 09:13:20.238341,https://twitter.com/News5PH/status/1334644837069492224,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@News5PH,News5,The Official Twitter account of News5 📲FB/IG/YT/TikTok: @News5Everywhere 📧: News5Aksyon@news5.com.ph,Verified,2010-04-15 04:08:32+00:00,2131,708497,Philippines,"Sa araw na ito, taong 2009, isinailalim ang Maguindanao sa batas militar dahil sa Ampatuan Massacre. Ito ang unang pagkakataon mula noong ideklara ng dating pangulo at yumaong diktador na si Ferdinand Marcos ang martial law sa buong bansa noong 1972. https://t.co/GXrgxdwo4j",-,text,2020-12-03 23:45:00+00:00,-,-,2,1,0,0,
2023-03-31 09:13:20.238341,https://twitter.com/lexsardinis/status/1312040025832321024,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@lexsardinis,The Chicanoy Kid,"Filipino-Mexican🇵🇭🇲🇽, remnant of the late 90's, researcher, art enthusiast, OTAKU, Tinfoil hatter, bookworm...",Anonymous,2020-08-07 16:24:01+00:00,73,56,somewhere in Luzon ,If Pres. Marcos should blamed for human rights abuses during martial law because he is the commander-in-chief. Then Abnoy should also be blamed for the Mamasapano massacre because he was the commander-in-chief at that time. So why put all the blame to Purisima?,-,text,2020-10-02 14:41:33+00:00,-,-,0,0,0,0,
2023-03-31 09:13:20.238341,https://twitter.com/yourcitypromdi/status/1310866111068434433,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@yourcitypromdi,City Promdi,#YourCityPromdi | True blue probinsyana. Farmer's wife. | Travel | Politics | Movies & Books | Gardens & Farming,Anonymous,2013-04-04 16:46:23+00:00,1106,612,,"Unahin natin ang Martial Law docus, please: massacre and faminr in Negros, disappearances, torture and murders of Filipinos, lost economic opportunities due to Marcos cronies and the billion-dollar heist that emptied our national coffers. #MartialLaw #MarcosMagnanakaw",-,text,2020-09-29 08:56:50+00:00,-,-,0,0,0,0,
2023-03-31 09:13:20.238341,https://twitter.com/pavelvond/status/1310731584002232322,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@pavelvond,Pavel Vondra,"editor at @zaminutusest podcast / journo since 1994, nearly two decades in public service media, now with @SeznamZpravy / temporarily based in New Orleans",Anonymous,2011-02-19 11:41:37+00:00,502,5175,"New Orleans, LA","Yet, the Malisbong massacre, typical of the Martial Law era and of Ferdinand Marcos's approach to Moro insurgency in Mindanao, was virtually unknown for years and remains largely ignored by the general public in the #Philippines. Thus, #ForbiddenMemory is an act of defiance",-,text,2020-09-29 00:02:16+00:00,-,-,0,1,0,0,
2023-03-31 09:13:20.238341,https://twitter.com/DaangDokyu/status/1308719287897452544,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@DaangDokyu,Dokyu Power,DOKYU POWER (The Power of the Documentary) is a move to create meaningful political discourse using some of the world’s most celebrated documentaries.,Anonymous,2019-11-09 14:59:11+00:00,19,1339,Philippines,"We end our opening program 11:59PM tonight but we will back on October 2!

Marcos: A Malignant Spirit, Mendiola Massacre, A Rustling of Leaves: Inside the Philippine Revolution, and Alunsina will also be back.

Enjoy the last few hours of Martial Law, Never Again! 

#DaangDokyu https://t.co/ocGHHjf1gR",-,text,2020-09-23 10:46:07+00:00,-,-,35,0,10,1,
2023-03-31 09:13:20.238341,https://twitter.com/Daniels_reg4le/status/1307972209537953793,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Daniels_reg4le,charlotte daniels,,Anonymous,2012-01-08 17:29:37+00:00,93,89,,"@ABSCBNNews Isama ang massacre during cory time and the thousands of human rights after EDSA.. Wag ilihis ang usapin, marcos HAS TO DECLARE MARTIAL LAW TO SAVE THIS NATION FROM THE COMMUNIST AND TO PROTECT OUR DEMOCRACY",-,text,2020-09-21 09:17:30+00:00,-,-,1,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/BahaghariNE/status/1307964331217231872,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@BahaghariNE,Bahaghari - Nueva Ecija Chapter,Isang pambansang demokratikong organisasyon ng mga militante at makabayang LGBTQ+ sa Nueva Ecija | bahagharine@gmail.com,Anonymous,2020-07-25 10:04:10+00:00,77,423,,"Huling tanong para sa ating Q&amp;A! Mapayapa ba noong martial law? Tumpak? AWTS GEGE! Talamak ang hindi makatarungang pag-aresto, pagtortyur at pagpatay ng mga sundalo ni Marcos. Kabi-kabila pa ang mga massacre!!! Nakakalerky! 

Naririto ang iba pang detalye: https://t.co/bFICZRdxMF https://t.co/bK6nHiAav1",-,text,2020-09-21 08:46:12+00:00,-,-,4,0,1,1,
2023-03-31 09:13:20.239341,https://twitter.com/santbibliophile/status/1307898991254753280,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@santbibliophile,"Kánunay, Santíago 🌻",,Anonymous,2020-08-02 04:42:47+00:00,52,143,Federal Republic of Mindanao,"Today was the declaration of Martial Law by Marcos, 48 years ago.

Yet Mindanawons already forgot the Jabidah Massacre, let alone know that it happened. 🙂

This particular atrocity to the Moros is one of the main reasons why there is Mindanao conflict today.",-,text,2020-09-21 04:26:33+00:00,-,-,2,0,1,0,
2023-03-31 09:13:20.239341,https://twitter.com/yeshadarling/status/1302162113893470211,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@yeshadarling,🌸 عائشة,"high-heeled Moro kpop fan, tweeting whatever she can publicly talk abt as a kawani. mostly here for the news lang tho, don't follow na lang ◡̈",Anonymous,2009-05-28 08:39:27+00:00,904,1286,,"#NeverForget Malisbong masjid massacre 46 years ago, during Martial law 

“so gruesome that Ferdinand Marcos decided it did not happen...and national history was manipulated”

#MarcosNotAHero

https://t.co/DKEp5LTKXf",-,text,2020-09-05 08:30:15+00:00,-,-,8,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/gy_morayta/status/1301902927884242945,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@gy_morayta,Gabriela Youth Morayta #DefendFilipinoWomen,"Abante, babae! Palaban, militante!",Anonymous,2020-05-23 14:16:13+00:00,100,176,gymorayta.ph@gmail.com,"Gabriela Youth Morayta - Shopee Series: 9.21 Debunking Marcos Myths

Back in 2018, Martial law defense minister and former senator, Juan Ponce Enrile, claimed that no massacre transpired during martial law. We demand a TRUTH-i frutti!
+ https://t.co/PgeJl6POdy",-,text,2020-09-04 15:20:20+00:00,-,-,11,1,7,0,
2023-03-31 09:13:20.239341,https://twitter.com/RobertJamesMic3/status/1301886212177891341,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@RobertJamesMic3,Robert jake Maycel,,Anonymous,2019-09-08 14:05:06+00:00,35,4,,"@kakiep83 !

Well if you hate Marcos holiday ONLY in the ilocos Norte!

How about the COMMUNISM help and sympathizer Ninoy! Who help and support the people who cause martial law!?

And the Hypocrite Cory!
Which he manipulate the people on 2 massacre she suppose to protect?",-,text,2020-09-04 14:13:55+00:00,-,-,0,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/theprinceling/status/1301523234832097280,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@theprinceling,Teng Mangansakan ⚡,"I used to call myself a filmmaker and writer. Nowadays I shapeshift into automobiles and cats, but mostly cats.",Anonymous,2016-03-21 17:30:48+00:00,467,507,,"The Martial Law regime of Ferdinand Marcos in 1974 killed more than a thousand men and women in what is now known as the Malisbong Massacre.

Marcos was a bloodthirsty tyrant. #NeverForget #MarcosNOTaHero #MarcosMagnanakaw",-,text,2020-09-03 14:11:34+00:00,-,-,3,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/BzMeNow/status/1297769862240985089,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@BzMeNow,BzMe,Hindi kaya ng Turco ang kalawang mong utak...nakaka-tetano ka.,Anonymous,2010-09-01 03:21:34+00:00,101,28,,"@manilabulletin This might be a ""Mendiola Massacre"" Marcos Regime style scenario of those in Govt pushing for a Rev-Govt so they can again declare Martial Law nationwide if their Rev-Govt plan doesnt work out. Sa mga bobong kaalyado ng gobyerno na nagtutulak nyan eh bobo kayo..walang rebolusyon.",-,text,2020-08-24 05:37:01+00:00,-,-,0,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/Monchingting/status/1293827489777750021,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Monchingting,momon,สำหรับเมือง และสำหรับคน♥   Follow me @Monchingting |1999|Pasigueño|Batang Lucians,Anonymous,2013-09-08 03:23:34+00:00,1348,259,Cainta Rizal,"Why i can say that there`s no difference thammasat massacre and martial law today? 
because The Martial Law Pres. Marcos are DICTATOR and the Military Police are ABUSER",-,text,2020-08-13 08:31:26+00:00,-,-,0,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/Naye61583121/status/1281028496815341568,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Naye61583121,✒️ Quotes Collective 101📚,"Collection Of Quotes, Inspirational and Motivational Lines, Essays Etc. 🖋️🖊️🖍️🖌️",Anonymous,2020-07-09 00:28:39+00:00,39,39,,"Think again my Dear Filipino people, if you wnt to let abscbn go back on air just consider this pcture bfore you make descision, This is a scenario about ""Mendiola Massacre"" and this image was reported by abs cbn as a scene in marcos martial law , see how this bias mdia oprts https://t.co/6h1etQI8Hg",-,text,2020-07-09 00:52:48+00:00,-,-,1,0,0,1,
2023-03-31 09:13:20.239341,https://twitter.com/marredroyalty/status/1279432965731176448,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@marredroyalty,Marjhon Havana,"🇵🇭 Filipino Scientists, Filipino Inventors

(rare)",Anonymous,2018-06-25 15:24:16+00:00,2475,2171,,"@kowalerts Think again my Dear Filipino people, if you want to let abs cbn go back on air just consider this picture before you make descision, This is a scenario about ""Mendiola Massacre"" and this image was reported by abs cbn as a scene in marcos martial law , see how this bias mdia oprts https://t.co/0nSzRB6E66",-,text,2020-07-04 15:12:44+00:00,-,-,83,13,49,11,
2023-03-31 09:13:20.239341,https://twitter.com/Carlostenfound/status/1272133730698588161,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Carlostenfound,Dynein or Take Out,"auq na ma

20082020",Anonymous,2014-10-29 14:40:06+00:00,516,330,,"DDS: ""Kahit sino namang presidents may reklamo kayo. Anti-government!!!""

Also DDS: ""MGA DELAWAN KAYO KUNG DI NANGYARI MARTIAL LAW WALANG MENDIOLA MASSACRE NEVER FORGET MARCOS BEST PRESIDENT""",-,text,2020-06-14 11:48:11+00:00,-,-,2,0,0,0,
2023-03-31 09:13:20.239341,https://twitter.com/Hen_Art_UnO/status/1259894801165701120,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Hen_Art_UnO,Heneral Artikulo Uno Luna,"Mas madali pang pagkasunduin ang langit at lupa kaysa dalawang Pilipino tungkol sa kahit na anong bagay.
Malaking trabaho ang pagkaisahin ang bansang watakwatak",Anonymous,2020-02-22 10:00:10+00:00,4121,2712,"Binondo, Manila Philippines",@DeibErwan @eycobb @wilsonaala Ginamit nga nila un footage ng hacienda luisita massacre as footage daw ng martial law eh hahaha desperate measures. Dahil sa media sumama si marcos at si ninoy naging bida well infact sya ang kalaban lider ng NPA noon guerilla yan siya.,-,text,2020-05-11 17:15:02+00:00,-,-,1,0,0,0,
2023-03-31 09:13:21.631102,https://twitter.com/IoSonoPatrick/status/1257591733266739202,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@IoSonoPatrick,Derek Soil,DILAWANG B/0/B/0,Anonymous,2013-11-08 17:21:32+00:00,1082,1553,"Concepcion, Central Luzon",@laehv Ineng alam mo ba ung sa plaza miranda na kagagawan ni ninoy at nangyari yun before martial law at ung mendiola massacre nung 1987 kagagawan ng mga yellow para gawing masama ang mga marcos? Ang mga video na ito ay ginamit laban kay marcos. Kulang ka yata sa research ineng. 🙄🙄🙄,-,text,2020-05-05 08:43:28+00:00,-,-,1,0,0,0,
2023-03-31 09:13:21.631102,https://twitter.com/taehina21/status/1251061727178842113,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@taehina21,FURIEZ21,,Anonymous,2020-04-03 11:31:59+00:00,25,3,,@jikookpervy @kateacemendoza Yan kasi ang nka tatak pag martial law patayan agad at Yong video na pinapaKita nila is Yong Mendiola massacre na ngyari during na presidency of Cory wtf na yon daw Ang ngyari during martial law ni Marcos,-,text,2020-04-17 08:15:34+00:00,-,-,1,0,0,0,
2023-03-31 09:13:21.631102,https://twitter.com/marcogono/status/1239942069642072065,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@marcogono,andoy #HandsOffOurYouth,"lumilikha, lumalaban | @marceux",Anonymous,2018-06-24 14:43:27+00:00,596,503,maynila • up,"may tatlong pagkakataon na kung saan kasabay ng pagsuspinde ng pribilehiyo ng writ of habeas corpus ay ang pagpapatupad ng martial law:
1) PN. 889 S. 1971 ni Marcos (Plaza Miranda Bombing);
2) PN. 1959 S. 2009 ni Arroyo (Maguindanao Massacre);",-,text,2020-03-17 15:50:01+00:00,-,-,2,1,0,0,
2023-03-31 09:13:21.631102,https://twitter.com/geon1971/status/1234608583628611584,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@geon1971,Geo,,Anonymous,2017-03-18 05:09:29+00:00,81,32,"National Capital Region, Repub","@katrinajessica @ianrobles_ You're welcome 🙂. The Aquinos have violated many laws and other presidents as well.  There's luisita and mendiola massacre, etc  Marcos is no saint but not evil as he is being portrayed by yellows.I was a martial law baby, my father drove back  home late &amp; was apprehended.",-,text,2020-03-02 22:36:38+00:00,-,-,5,2,0,0,
2023-03-31 09:13:21.631102,https://twitter.com/iamgabbyjavier/status/1231988964224978950,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@iamgabbyjavier,Gabriel Javier (Gabby),☕🎧📝,Anonymous,2015-08-31 07:15:00+00:00,4866,669,"Bulacan, Central Luzon","@lezlietortz You can hate BOTH Marcos (for Martial Law deaths, ill-gotten wealth) AND Cory (for Mendiola Massacre).

They're both diff flavors of bad.

The people set the country free (hence ""PEOPLE Power"", not ""CORY Power"")

I said what I said. The PH deserves better. Screw fanaticism/trolls",-,text,2020-02-24 17:07:12+00:00,-,-,658,2,181,16,
2023-03-31 09:13:21.632103,https://twitter.com/AminullahLucman/status/1227398454902579202,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@AminullahLucman,Mind_Prowl6,"I'm basically a person with simple virtues, not complicated in fact easy to discern individual, no frills just me.",Anonymous,2011-11-21 13:26:58+00:00,4990,1590,"Marawi City, Philippines","@roldnava @Richeydarian Here's why: Marcos plotted botched #Sabah annexation, netted death of Muslim recruits known as the 1968 Corregidor massacre

Created 70s fratricidal war in killing frenzy; armed, funded Ilaga militia to create instability justify 72 Martial law

#WarCrimes Cory wouldn't do",-,text,2020-02-12 01:06:10+00:00,-,-,1,0,0,0,
2023-03-31 09:13:21.632103,https://twitter.com/MisterBond_OO7/status/1209331214827474945,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@MisterBond_OO7,Mr. Double OO7,Leo. 🦁 What I am is none of your Business. 🤨,Anonymous,2011-08-16 03:18:32+00:00,285,288,Republic of the Philippines,@MrFrankBaraan Yuck! Saint ng Hacienda Luisita Massacre hahaha not even in Manila during Martial Law..puro estatwa nagawa at walang mga infra hahaha mga gawang Marcos inangkin pinalitan ng pangalan at bininta sa private! Iba ka din noh? Tapos yung Father mong corrupt dapat pasukuin mo na hahah,-,text,2019-12-24 04:33:24+00:00,-,-,0,0,0,0,
2023-03-31 09:13:21.632103,https://twitter.com/ianvillarey/status/1188333338202759168,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@ianvillarey,iantoots,"I am a graduate from Industrial Design course. Expert in 3D Design (Interior, Exterior & Events) and Graphics Design.",Anonymous,2012-06-26 08:54:06+00:00,141,49,,"@HRhorribles Dami nyong reklamo. Buhay nba kyo nung panahon ng Martial law? Eh mga komunista rebelde lng mga pnapatay nun! Mxadong minasama ng dilaw ang image ng marcos. 

Eh mga aquino kya? Hacienda luisita massacre, lubao at mendiola massacre. Saf44, pera ng yolanda ninakaw. Lto plaka wlapa",-,text,2019-10-27 05:55:20+00:00,-,-,0,0,0,0,
2023-03-31 09:13:21.632103,https://twitter.com/MichaelMIbanez/status/1180797090177409029,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@MichaelMIbanez,Kontra Pasista Myk,,Anonymous,2011-08-31 16:34:21+00:00,296,65,General Santos City,"RECALLING SENTRO SOLIDARITY TO THE STRUGGLE FOR JUSTICE FOR THE 1,600 MALISBONG MASSACRE VICTIMS DURING MARCOS MARTIAL LAW IN PALIMBANG, SULTAN KUDARAT. 
NO THANKS TO MARTIAL LAW! NO HONOR FOR DICTATOR! https://t.co/UwIXn3KXsM",-,text,2019-10-06 10:48:59+00:00,-,-,0,0,0,0,
2023-03-31 09:13:21.632103,https://twitter.com/mrleoRN/status/1176345539102871552,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@mrleoRN,Rom,,Anonymous,2010-10-12 10:17:02+00:00,46,40,,"Ergo, Aquinos are anti-farmers. Media had used that mendiola massacre video inappropriately to paint the Marcos Martial Law as they want. Mga dilaw gumising na kayo, sinasampal na kayo ng katotohan. https://t.co/91Neuf4nxx",-,text,2019-09-24 04:00:06+00:00,-,-,3,0,1,0,
2023-03-31 09:13:21.632103,https://twitter.com/kmp_phl/status/1174592355447406592,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@kmp_phl,KMP (Peasant Movement of the Philippines),"A democratic and progressive movement of landless peasants, small farmers, farm workers, rural youth and peasant women.
kilusangmagbubukid@gmail.com",Anonymous,2013-09-30 13:34:30+00:00,1134,9935,,"Farmers slam AFP's historical revisionism of Marcos' Martial Law and Escalante Massacre in Negros. 

We demand the immediate release of young cultural workers and activists arrested by armed police and military elements of the 70th IBPA.",-,text,2019-09-19 07:53:35+00:00,-,-,9,1,7,0,
2023-03-31 09:13:21.632103,https://twitter.com/mt_pathfinder/status/1163945214701998081,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@mt_pathfinder,Elon Tusken Raider一🔴番,"My dogs are smarter than you.
Libertarian
MedLife StressLife",Anonymous,2009-12-26 02:15:05+00:00,629,493,"Vancouver, British Columbia","why do the socialist never address the digos massacre??

why do the dilawans never address the mendiola massacre?

or the marcos' never addressing martial law
or dutertards never addressing EJKs???

why because all of you are fucking retarded ass statists! 😎👌",-,text,2019-08-20 22:45:38+00:00,-,-,1,0,1,0,
2023-03-31 09:13:21.632103,https://twitter.com/jongski_da_man/status/1146612239052312576,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@jongski_da_man,Jongskie,"Kung mamatay ka bukas, bakit di pa ngayon?",Anonymous,2014-09-13 05:54:10+00:00,68,54,Earth-616,@Apocalypse32621 @GisingPilipino @trilobitesjr @ABSCBNNews Para kasi sa kanila buong administrasyon ni Marcos e Martial Law. 😂 Kahit Mendiola Massacre sinisi pa rin sa Martial Law at ke Makoy.,-,text,2019-07-04 02:50:35+00:00,-,-,0,0,0,0,
2023-03-31 09:13:21.632103,https://twitter.com/nhoy2011/status/1101716977092096000,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@nhoy2011,Omac,,Anonymous,2017-09-29 01:00:02+00:00,175,21,"Teulon, Manitoba","@benign0 @ilda_talk Kung hindi marcos, martial law ang topic.. gawin naman sana na Aquino, saf44, hacienda luisita or mendiola massacre ang topic",-,text,2019-03-02 05:32:50+00:00,-,-,10,0,1,1,
2023-03-31 09:13:21.632103,https://twitter.com/ravenmensenas/status/1090950232978862080,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@ravenmensenas,rave #DefendNL7,"babae kang lalaya sa lipunang bilangguan | chairperson, @igyupb",Anonymous,2017-05-29 02:44:15+00:00,497,555,,"Napakabigat sa pakiramdam after namin mapanood 4 docus about Marcos &amp; Duterte’s Martial law, Actual videos of Mendiola and Hacienda Luisita Massacre. Tangina, nakakagalit pa rin hanggang ngayon.",-,text,2019-01-31 12:29:39+00:00,-,-,6,0,0,0,
2023-03-31 09:13:21.632103,https://twitter.com/DonnaBondad/status/1070697387008634880,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@DonnaBondad,DDS Donna,"Solid Duterte Supporter
Duterte-Marcos",Anonymous,2018-08-08 11:52:35+00:00,93,31,National Capital Region,PANOORIN PO NINYO ANG TUNAY NA PANGYAYARI SA MENDIOLA MASSACRE NOONG PANAHON NI CORY AQUINO. ITO PONG MGA LARAWAN NG KALUPITAN DITO NG MGA PULIS NI AQUINO  AY GINAGAMIT NG MGA MEDIA NA KAKAMPI NILA  SA PAGLALARAWAN NG MARTIAL LAW PARA PASAMAIN SI MARCOS https://t.co/0MMsmLXgXj,-,text,2018-12-06 15:12:04+00:00,-,-,0,0,0,0,
