TIMESTAMP,COLLECTOR,TOPIC,KEYWORDS,ACCOUNT HANDLE,ACCOUNT NAME,ACCOUNT BIO,JOINED,FOLLOWING,FOLLOWERS,LOCATION,RAW DATA,TRANSLATED DATA,DATE POSTED,TWEET URL,CONTENT TYPE,FAVORITES,REPLIES,RETWEETS
18/03/2023 18:41:17 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@rowyn_cons,rowyn concepcion,,2010-06-14 07:11:07+00:00,424,17,Republic of the Philippines,"@kikopangilinan Dpt po Sir, wag nyo png tutulan ang pag hihimasok ng PNP sa UP bagkus, dpt nyong gwin ay itanng kng my Basis ba tlg ang paratang ng PNP at AFP na mrn ngang mga NPA na nkkapsok sa UP. Ayun dpt yng gwin nyo pong assignment.",Dpt po Sir wag nyo png tutulan ang pag hihimasok ng PNP sa UP bagkus dpt nyong gwin ay itanng kng my Basis ba tlg ang paratang ng PNP at AFP na mrn ngang mga NPA na nkkapsok sa UP Ayun dpt yng gwin nyo pong assignment,2021-01-19 03:47:44+00:00,https://twitter.com/rowyn_cons/status/1351375766898921472,"text, user_mentions",9,1351150930792771584,0
18/03/2023 18:41:18 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@eddie020196,eddiejr❤️💚,We have our own day to day struggle don't compare yourself from others,2013-01-01 02:47:19+00:00,592,558,Republic of the Philippines,@kikopangilinan Ano po ba meron at mawawala sa UP Campus pag may military presence? Aren't you happy to lessen the recruitment and enablers of CPP NPA? 🤔🤔,Ano po ba meron at mawawala sa UP Campus pag may military presence Arent you happy to lessen the recruitment and enablers of CPP NPA,2021-01-19 17:47:27+00:00,https://twitter.com/eddie020196/status/1351587088739692545,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:18 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@MChyme,DIY Man,basketball fan!,2013-03-15 02:10:47+00:00,34,3,Republic of the Philippines,@kikopangilinan Paki usap umalis ka na lang ng Pinas senator kung ganyan ka magisip! madami narecruit ang NPA jan sa UP at may evidence as presented in senate hearing. Let the state forces do their job since you are also a part of government. kung may pag abuso sila then investigate in senate.,Paki usap umalis ka na lang ng Pinas senator kung ganyan ka magisip madami narecruit ang NPA jan sa UP at may evidence as presented in senate hearing Let the state forces do their job since you are also a part of government kung may pag abuso sila then investigate in senate,2021-01-18 13:27:11+00:00,https://twitter.com/MChyme/status/1351159200257372164,"text, user_mentions",14,1351150930792771584,0
18/03/2023 18:41:19 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@JohnFretz3,Jake Villafuerte,"Gusto ko kapayaan, Ayaw ko sa CPP-NPA-NDF/ Works at Armed Forces of The Philippines",2020-07-03 06:04:50+00:00,95,5,Republic of the Philippines,"@kikopangilinan HOY Bobo nung nakapasok ba ang mga Terroristang CPP-NPA-NDF sa UP, may #DefendUP ba kayong Pina trend? Tae mo magsama ka'yo ni Sarat Elangot.",HOY Bobo nung nakapasok ba ang mga Terroristang CPPNPANDF sa UP may DefendUP ba kayong Pina trend Tae mo magsama kayo ni Sarat Elangot,2021-01-18 13:19:51+00:00,https://twitter.com/JohnFretz3/status/1351157357385052162,"text, hashtags, user_mentions",16,1351150930792771584,1
18/03/2023 18:41:20 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@JohnFretz3,Jake Villafuerte,"Gusto ko kapayaan, Ayaw ko sa CPP-NPA-NDF/ Works at Armed Forces of The Philippines",2020-07-03 06:04:50+00:00,95,5,Republic of the Philippines,"@kikopangilinan May pa #DefendUP pa kayong nalalaman, anong tingin nyo sa mga pulis at sundalo terrorista? tulad ng mga salot na CPP-NPA-NDF, mabuti nga yang ganyan eh para hindi na makapang uto ang mga punyetang NPA na pabigat sa lipunan! Gaya nalang ng pulpol nato na blinocked ako. 😂🤣🤣 https://t.co/9hYfIiC9NQ",May pa DefendUP pa kayong nalalaman anong tingin nyo sa mga pulis at sundalo terrorista tulad ng mga salot na CPPNPANDF mabuti nga yang ganyan eh para hindi na makapang uto ang mga punyetang NPA na pabigat sa lipunan Gaya nalang ng pulpol nato na blinocked ako,2021-01-18 13:42:54+00:00,https://twitter.com/JohnFretz3/status/1351163155280519168,"text, hashtags, user_mentions, media",7,1351150930792771584,2
18/03/2023 18:41:21 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@DragonSeed11,DragonSeed,pam pa ram pam pam,2021-01-17 01:38:09+00:00,22,0,Republic of the Philippines,"@kikopangilinan Mamundok na kayo umalis kayo NPA sa property ng gobyerno.

#DependUPsaTeroristangNPA
#DefundUP",Mamundok na kayo umalis kayo NPA sa property ng gobyernoDependUPsaTeroristangNPADefundUP,2021-01-18 14:50:40+00:00,https://twitter.com/DragonSeed11/status/1351180211317043210,"text, hashtags, user_mentions",2,1351150930792771584,0
18/03/2023 18:41:22 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Yass721,Yass72,I keep trying and trying and trying....,2020-11-20 13:08:52+00:00,5,0,Republic of the Philippines,@kikopangilinan Uu Sen Kiko tinutulan nyo ang UP na.pakiaalaman ng Gobyerno eh saan ba galing ang pundo nito. Hypocrite ka dahil pabor ka na gawin pugad ng CPP NPA NDF at recruitment network ng mga communist-terrorist. P*****a nyong mga Dilawan mga salot kayo!,Uu Sen Kiko tinutulan nyo ang UP napakiaalaman ng Gobyerno eh saan ba galing ang pundo nito Hypocrite ka dahil pabor ka na gawin pugad ng CPP NPA NDF at recruitment network ng mga communistterrorist Pa nyong mga Dilawan mga salot kayo,2021-01-19 08:50:51+00:00,https://twitter.com/Yass721/status/1351452048093569030,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:22 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Yass721,Yass72,I keep trying and trying and trying....,2020-11-20 13:08:52+00:00,5,0,Republic of the Philippines,@kikopangilinan UP ginawang mess hall ng mga communists! Dapat monitor ng government to! It's a Republic of the Phil. Public school not a CPP NPA NDF   recruitment base,UP ginawang mess hall ng mga communists Dapat monitor ng government to Its a Republic of the Phil Public school not a CPP NPA NDF recruitment base,2021-01-19 08:54:16+00:00,https://twitter.com/Yass721/status/1351452908269821954,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:23 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@biker722,biker72,,2018-07-04 01:09:04+00:00,13,5,Republic of the Philippines,@kikopangilinan Just goes to show that you are a supporter of the communists!!! Bakit special ba ang UP at sila lang mga anak ng diyos na exempted sila na pasukin ng pulis at sundalo?ibang schools pwde naman ba't UP d pwede!?,Just goes to show that you are a supporter of the communists Bakit special ba ang UP at sila lang mga anak ng diyos na exempted sila na pasukin ng pulis at sundaloibang schools pwde naman bat UP d pwede,2021-01-19 02:13:35+00:00,https://twitter.com/biker722/status/1351352071291772928,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:24 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@pachamva,KUNTENTO,toxic,2020-12-22 06:04:27+00:00,5,0,Republic of the Philippines,"@kikopangilinan gusto ninyo UP PAG AARI NG TERRORISTA SANA GUMAWA KAYO BATAS NA DAPAT MAY AUTONOMY ANG UP. PAG AARI BA NINYO UP? HULMAHAN PO YAN NG MGA SIMARON AT WALANG PAGALANG SA BAYAN DI NILA KINIKILALA ANG ATING BANDILA, NILASON NILA ISIP NG KABATAAN. PALAYAIN NINYO UP",gusto ninyo UP PAG AARI NG TERRORISTA SANA GUMAWA KAYO BATAS NA DAPAT MAY AUTONOMY ANG UP PAG AARI BA NINYO UP HULMAHAN PO YAN NG MGA SIMARON AT WALANG PAGALANG SA BAYAN DI NILA KINIKILALA ANG ATING BANDILA NILASON NILA ISIP NG KABATAAN PALAYAIN NINYO UP,2021-01-19 10:45:39+00:00,https://twitter.com/pachamva/status/1351480938601959424,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:25 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@rodrigo_ricos,"Rodrigo M. Ricos, Jr",i love to sing! Entertainment Soccer Movies Music,2017-02-18 10:28:04+00:00,26,6,Republic of the Philippines,"@kikopangilinan UP a citadel of freedom and democracy?really kiko u still expect us to believe ur narrative? or u are just convincing urself na may maniniwala pa sayo? trust us, we dont trust u anymore. UP hs long been a citadel of communist recruitment. and thats NOT freedom but TERRORISM!",UP a citadel of freedom and democracyreally kiko u still expect us to believe ur narrative or u are just convincing urself na may maniniwala pa sayo trust us we dont trust u anymore UP hs long been a citadel of communist recruitment and thats NOT freedom but TERRORISM,2021-01-19 08:25:14+00:00,https://twitter.com/rodrigo_ricos/status/1351445598616973313,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:26 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@prog_pwrc,https://www.terrorismwatch.com.ph,Labanan ang CPP-NPA-NDF at ang mga Local na terorista,2017-04-18 02:46:10+00:00,825,191,Republic of the Philippines,"A University of the Philippines-Mindanao (UP-Min) alumnus has confirmed that recruitment activities are being carried out by the communist New People’s Army (NPA), sometimes even with the help of their mentor https://t.co/J4q6RPd3wo",A University of the PhilippinesMindanao UPMin alumnus has confirmed that recruitment activities are being carried out by the communist New Peoples Army NPA sometimes even with the help of their mentor,2022-05-19 20:45:43+00:00,https://twitter.com/prog_pwrc/status/1527390066154565633,"text, media",163,,80
18/03/2023 18:41:26 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@UnitedPhilippi1,UnitedPhilippines,"Love for Country, Love for God and Love for Family",2019-08-31 17:18:16+00:00,426,272,Republic of the Philippines,"@PehtraPunisher @sandiego_gas May kababata ako na naging NPA at nag balik loob. Sa Mindanao na sya nakatira ngayon. Ang kwento nya sakin simula umupo ang mga Aquino unti unti na nakapasok sa gobyerno ang mga members ng NPA. Marami sa Congress, meron sa Senate, Sa Media, sa HRC sa Universities.",gas May kababata ako na naging NPA at nag balik loob Sa Mindanao na sya nakatira ngayon Ang kwento nya sakin simula umupo ang mga Aquino unti unti na nakapasok sa gobyerno ang mga members ng NPA Marami sa Congress meron sa Senate Sa Media sa HRC sa Universities,2019-10-10 06:41:09+00:00,https://twitter.com/UnitedPhilippi1/status/1182184273756839936,"text, user_mentions",1,1182174952658595840,0
18/03/2023 18:41:27 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@QMotherGothel,Mother Gothel,Skip the drama. Stay with mama.,2020-03-30 16:56:39+00:00,820,12972,Republic of the Philippines,"UP is getting more and more baduy by the day. Pa-victim. Feeling untouchable. State university pero kung umasta kala mo sila nagbabayad ng tuition nila. Lol. Gets ko pa kung umattitude mga taga-Ateneo, pero UP? Yuck. Kuta ng NPA.

Give UP back to the deserving youth! #DefundUP",UP is getting more and more baduy by the day Pavictim Feeling untouchable State university pero kung umasta kala mo sila nagbabayad ng tuition nila Lol Gets ko pa kung umattitude mga tagaAteneo pero UP Yuck Kuta ng NPAGive UP back to the deserving youth DefundUP,2021-01-19 07:54:28+00:00,https://twitter.com/QMotherGothel/status/1351437859719245829,"text, hashtags",81,,23
18/03/2023 18:41:28 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Jonas47161499,Jonas,OFFICIAL account,2018-06-27 01:23:05+00:00,6,0,Republic of the Philippines,"@TheNishmeister @nuelleduterte mqa college niyo komunista, gawing Npa itira sa bundok, naku kaawa awa ang biktima nila",mqa college niyo komunista gawing Npa itira sa bundok naku kaawa awa ang biktima nila,2021-06-02 03:09:16+00:00,https://twitter.com/Jonas47161499/status/1399926059735293952,"text, user_mentions",0,1399909232070201348,0
18/03/2023 18:41:29 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@agador7,A Gador,,2015-10-23 23:23:40+00:00,121,118,Republic of the Philippines,"@LFSPhilippines Matagal na itong LFS na ito. Nasa college pa ako sa PUP, recruiter ng mga estudyante para maging NPA. Pakawala mg komunista, mg CPP NDF.😖 Ingat kayo mga kabataan dito, gamitin ang utak.😑 Marcos Jr.",Matagal na itong LFS na ito Nasa college pa ako sa PUP recruiter ng mga estudyante para maging NPA Pakawala mg komunista mg CPP NDF Ingat kayo mga kabataan dito gamitin ang utak Marcos Jr,2022-12-06 15:26:28+00:00,https://twitter.com/agador7/status/1600149684894720000,"text, user_mentions",0,1597483185348423680,0
18/03/2023 18:41:30 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Natans_Lover,Hanuman Ji | All Cops are Bastards for NPA,"Artist
🇵🇭👊✌️🏳️‍🌈

Teetotaler 

Abortion is Murder
Sex Work is not Work

IN THE NAME OF GOD: A HOLY BETRAYAL",2019-05-06 09:26:52+00:00,2512,1569,Republic of the Philippines,"@CriticalCripple I kinda need go to college for a different purpose,

The only school that I avoid is University of Philippines because that school is a breeding ground of communist terrorist, NPA CPP NDF

@danullgirl 
@xokenshee",I kinda need go to college for a different purposeThe only school that I avoid is University of Philippines because that school is a breeding ground of communist terrorist NPA CPP NDF,2021-07-21 14:31:02+00:00,https://twitter.com/Natans_Lover/status/1417854636044607489,"text, user_mentions",2,1417852769285849090,1
18/03/2023 18:41:30 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@BaconUpon,Eric Son,,2020-11-21 05:43:05+00:00,72,3,Republic of the Philippines,@rapplerdotcom UP breeding ground ng NPA.,UP breeding ground ng NPA,2020-11-22 00:41:06+00:00,https://twitter.com/BaconUpon/status/1330310302945193989,"text, user_mentions",0,1330303464929447936,0
18/03/2023 18:41:31 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@jssalvador225,Joselito Salvador,,2016-05-19 04:20:02+00:00,50,2,Republic of the Philippines,@DZMMTeleRadyo @UPLBOfficial @zhandercayabyab Breeding ground ng npa yan yupi! Pati mga teachers dyan komunista!!!,Breeding ground ng npa yan yupi Pati mga teachers dyan komunista,2019-02-15 13:51:49+00:00,https://twitter.com/jssalvador225/status/1096406730160754688,"text, user_mentions",0,1096309273481469952,0
18/03/2023 18:41:32 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@fey_ded,Au.,gon' steal ur heart,2021-10-08 11:41:25+00:00,287,3,Republic of the Philippines,@ABSCBNNews @PawidReiniel UP breeding ground ng NPA,UP breeding ground ng NPA,2022-08-04 18:49:46+00:00,https://twitter.com/fey_ded/status/1555264748773842944,"text, user_mentions",0,1554437885298094080,0
18/03/2023 18:41:33 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@vlabvs21,Kimpoy Palaboy ❤️💚✌️👊,Small business owner and boat enthusiast.,2017-05-01 21:06:21+00:00,234,58,Republic of the Philippines,@AnnaMalindogUy Tanggalan ng scholarship mga yan. Sobra ng abusado!!! Sayang ang pera ng gobyerno sa breeding ground ng mga NPA!!! 😈😈😈,Tanggalan ng scholarship mga yan Sobra ng abusado Sayang ang pera ng gobyerno sa breeding ground ng mga NPA,2022-05-09 15:41:43+00:00,https://twitter.com/vlabvs21/status/1523689683019984898,"text, user_mentions",18,1523685108662026240,8
18/03/2023 18:41:34 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@JoRacaza,Jewrocks,"Zipline & Campsite Dev’t Consultant; Pioneered CCI Phils; Love my Wife & Kids, above all Christ is my Lord and Saviour!",2009-06-18 07:55:35+00:00,1595,268,Republic of the Philippines,"@KamaoNiJuan @pinoyanghang @tatz___ Ikaw ay mulat na mulat na UP grad, we salute your patriotism for the country and people! Totoong grad ka ng bayan dahil pinahalagahan mo ang dapat at mabuti hindi ang kasakiman ng communist terrorist group at aquino-LPigs propaganda!",Ikaw ay mulat na mulat na UP grad we salute your patriotism for the country and people Totoong grad ka ng bayan dahil pinahalagahan mo ang dapat at mabuti hindi ang kasakiman ng communist terrorist group at aquinoLPigs propaganda,2022-01-22 21:13:54+00:00,https://twitter.com/JoRacaza/status/1484997777251704833,"text, user_mentions",1,1484403114224807936,0
18/03/2023 18:41:34 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@KamaoNiJuan,Pilipinas Sentinel,Kamao Ni Juan supports ❤️BBM-SARA💚. Thank you very much po sa mga nag-follow at nag-follow back sa akin.,2020-04-12 00:02:09+00:00,1263,1147,Republic of the Philippines,"@JoRacaza @pinoyanghang @tatz___ Tatlo po ang nawala sa batch ko (yung isa eh nakitang patay), yung dalawa eh hinde alam kung nasaan na…mga miyembro sila ng Pi Sigma frat,-sa panahon ko, dalawa g org ang breeding ground ng NPA 👉LFS at Pi Sigma frat.",Tatlo po ang nawala sa batch ko yung isa eh nakitang patay yung dalawa eh hinde alam kung nasaan namga miyembro sila ng Pi Sigma fratsa panahon ko dalawa g org ang breeding ground ng NPA LFS at Pi Sigma frat,2022-01-23 03:23:48+00:00,https://twitter.com/KamaoNiJuan/status/1485090863424622594,"text, user_mentions",1,1484997777251704833,0
18/03/2023 18:41:35 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@jdcruzph,Juan Dela Cruz,Not so techie.,2015-12-14 00:30:42+00:00,800,406,Republic of the Philippines,Marami talaga dyan sa UP breeding ground ng NPA yan https://t.co/oQa825udfW,Marami talaga dyan sa UP breeding ground ng NPA yan,2017-11-29 22:54:24+00:00,https://twitter.com/jdcruzph/status/936005453850353664,"text, urls",0,,0
18/03/2023 18:41:36 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@lovethyself143,Justin,Supports Good and Condemns Evil,2019-07-08 18:11:18+00:00,21,72,Republic of the Philippines,"@DanWrites0307 @alypalad Walang ganun Mars, at least not for me although I know jan sa pagiging actibista nagsisimula ang lahat. Too long na naging breeding ground ng NPA ang UP because of that accord. I think it's for the safety of the students and peace of mind sa mga parents.",Walang ganun Mars at least not for me although I know jan sa pagiging actibista nagsisimula ang lahat Too long na naging breeding ground ng NPA ang UP because of that accord I think its for the safety of the students and peace of mind sa mga parents,2021-01-19 02:30:59+00:00,https://twitter.com/lovethyself143/status/1351356451747291136,text,0,,0
18/03/2023 18:41:37 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@lovethyself143,Justin,Supports Good and Condemns Evil,2019-07-08 18:11:18+00:00,21,72,Republic of the Philippines,"@DanWrites0307 @alypalad Walang ganun Mars, at least not for me although I know jan sa pagiging actibista nagsisimula ang lahat. Too long na naging breeding ground ng NPA ang UP because of that accord. I think it's for the safety of the students and peace of mind sa mga parents.",Walang ganun Mars at least not for me although I know jan sa pagiging actibista nagsisimula ang lahat Too long na naging breeding ground ng NPA ang UP because of that accord I think its for the safety of the students and peace of mind sa mga parents,2021-01-19 02:30:59+00:00,https://twitter.com/lovethyself143/status/1351356451747291136,text,0,,0
18/03/2023 18:41:38 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@lovethyself143,Justin,Supports Good and Condemns Evil,2019-07-08 18:11:18+00:00,21,72,Republic of the Philippines,"@DanWrites0307 @alypalad Of course. 1st, enablers need not be students and they are secretly meeting there. 2nd, when all will go back to normal, parents are at peace because may military and pnp presence sa campus (not just in UP) until this insurgency is resolved.",Of course 1st enablers need not be students and they are secretly meeting there 2nd when all will go back to normal parents are at peace because may military and pnp presence sa campus not just in UP until this insurgency is resolved,2021-01-19 02:41:36+00:00,https://twitter.com/lovethyself143/status/1351359121317011456,text,0,,0
18/03/2023 18:41:38 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Jonas47161499,Jonas,OFFICIAL account,2018-06-27 01:23:05+00:00,6,0,Republic of the Philippines,"@TheNishmeister @nuelleduterte mqa college niyo komunista, gawing Npa itira sa bundok, naku kaawa awa ang biktima nila",mqa college niyo komunista gawing Npa itira sa bundok naku kaawa awa ang biktima nila,2021-06-02 03:09:16+00:00,https://twitter.com/Jonas47161499/status/1399926059735293952,"text, user_mentions",0,1399909232070201348,0
18/03/2023 18:41:39 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Unotres1384,Unotres,,2018-04-12 15:44:09+00:00,2945,138,Republic of the Philippines,@kikopangilinan @thinkinggab Npa recruitment agency ho ang UP.. nag iisip kpb? Sabagay.. mukang npa nman tlga ikaw..,Npa recruitment agency ho ang UP nag iisip kpb Sabagay mukang npa nman tlga ikaw,2021-01-18 13:52:05+00:00,https://twitter.com/Unotres1384/status/1351165467902300170,"text, user_mentions",1,1351150930792771584,0
18/03/2023 18:41:40 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@kulas23,kulas23,Dilawan hater,2009-12-04 02:29:19+00:00,44,8,Republic of the Philippines,"@kikopangilinan So mas pabor ka may recruitment ng NPA sa UP, jan nag sisimula yan eh sa mga student body organization",So mas pabor ka may recruitment ng NPA sa UP jan nag sisimula yan eh sa mga student body organization,2021-01-23 03:24:46+00:00,https://twitter.com/kulas23/status/1352819537155133441,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:41 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Backycrisostom1,ron ariate,,2017-07-03 14:56:36+00:00,40,0,Republic of the Philippines,@kikopangilinan Takot ka ba maubos mga kapwa mo terorista? 😂,Takot ka ba maubos mga kapwa mo terorista,2021-01-18 13:45:16+00:00,https://twitter.com/Backycrisostom1/status/1351163752582946821,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:42 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@flip1sba,Jayo Santiago,"Pinoy graffiti, hip-hop, Baybayin, Manila scenes, Pinoy pop culture & more! SBA CRU! Manila represent! 🇵🇭",2009-06-29 02:03:29+00:00,237,27,Republic of the Philippines,"@kikopangilinan @kakiep83 If UP is a citadel of freedom and democracy, why is it that the university DISALLOWED The League of Parents of The Philippines on protesting against CPP-NPA recruitment inside their campus? https://t.co/OhIXzA9Klj",If UP is a citadel of freedom and democracy why is it that the university DISALLOWED The League of Parents of The Philippines on protesting against CPPNPA recruitment inside their campus,2021-01-19 12:31:00+00:00,https://twitter.com/flip1sba/status/1351507451791593474,"text, user_mentions, media",0,1351150930792771584,0
18/03/2023 18:41:42 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@xtna_wanderer,Xtn Metaphor,,2009-05-15 12:24:13+00:00,202,125,Republic of the Philippines,"@kikopangilinan Don't mess with UP?? Why? UP is under scrutiny for breeding NPA members and NPA is the enemy of the state. If you're not against them, then you are one with them.",Dont mess with UP Why UP is under scrutiny for breeding NPA members and NPA is the enemy of the state If youre not against them then you are one with them,2021-01-19 02:16:17+00:00,https://twitter.com/xtna_wanderer/status/1351352749569372160,"text, user_mentions",1,1351150930792771584,0
18/03/2023 18:41:43 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,❤💚✌👊,2015-09-03 05:18:42+00:00,2090,3120,Republic of the Philippines,@kikopangilinan 😂😂😂 paano mo de-defend ang UP eh ang mga Kadre na dating NPA na pumasok din diyan ang bulgar.. wahahaha Ka Kiko Ka Kiko Ka Kiko 😂😂😂 tama sa Drama wala na si Cory Aquino nag pahirap sa Bansang Pilipinas umpisa ng sila ang naupo.,paano mo dedefend ang UP eh ang mga Kadre na dating NPA na pumasok din diyan ang bulgar wahahaha Ka Kiko Ka Kiko Ka Kiko tama sa Drama wala na si Cory Aquino nag pahirap sa Bansang Pilipinas umpisa ng sila ang naupo,2021-01-19 02:13:44+00:00,https://twitter.com/dozZ3h_Vbril/status/1351352109287915521,"text, user_mentions",2,1351150930792771584,0
